92506,33.934335,-117.367319
92879,33.882614,-117.528205
92395,34.501472,-117.292048
92201,33.710984,-116.204844
92705,33.765609,-117.790075
90680,33.801187,-117.994904
92831,33.879767,-117.89634
92311,34.980294,-116.964449
92660,33.634626,-117.874882
93551,34.604105,-118.239213
91765,33.98627,-117.821282
92649,33.72524,-118.051579
92626,33.679591,-117.908531
92707,33.709935,-117.870431
91745,33.999005,-117.972146
91710,34.004467,-117.684697
92335,34.085971,-117.464597
90740,33.758405,-118.075043
90605,33.950295,-118.024351
92220,33.948948,-116.832362
91350,34.440891,-118.501747
92627,33.647764,-117.919761
92701,33.74822,-117.858473
92867,33.80098,-117.843772
92410,34.107379,-117.297547
91762,34.05941,-117.67401
91101,34.146665,-118.139459
92801,33.844983,-117.952151
91723,34.084747,-117.886844
91340,34.286687,-118.43508
92646,33.66205,-117.968459
92704,33.721131,-117.90511
91406,34.195685,-118.490752
92408,34.083458,-117.270016
92373,34.011953,-117.159699
92692,33.606496,-117.643112
92805,33.830457,-117.905941
92865,33.826393,-117.851307
90804,33.781686,-118.148365
92869,33.80845,-117.791737
93454,34.923012,-120.259463
91042,34.322618,-118.23757
92507,33.971006,-117.325181
91107,34.155533,-118.086178
90250,33.914775,-118.348083
92620,33.714788,-117.749132
90805,33.864617,-118.180567
92071,32.852358,-116.987842
91740,34.119367,-117.855054
92504,33.903134,-117.398044
95661,38.741074,-121.247693
93030,34.205247,-119.174092
92612,33.65844,-117.826009
95628,38.652065,-121.25441
92860,33.925519,-117.551958
92604,33.690715,-117.789224
92630,33.645736,-117.685503
91701,34.137564,-117.599945
92404,34.177083,-117.254763
92225,33.736458,-114.687973
95825,38.591897,-121.408467
92545,33.729853,-117.03406
92802,33.808265,-117.923654
92284,34.185894,-116.432416
90638,33.902045,-118.008961
90715,33.841027,-118.079141
90620,33.845223,-118.015292
91201,34.17051,-118.289463
92708,33.710582,-117.951129
90503,33.840398,-118.353715
90039,34.111885,-118.261032
92345,34.376159,-117.294397
93534,34.713333,-118.152788
93065,34.258405,-118.775026
93555,35.606509,-117.683472
92026,33.212444,-117.116098
92376,34.111606,-117.377406
91750,34.18001,-117.773939
95842,38.68681,-121.349144
91730,34.10097,-117.57882
92324,34.02452,-117.289255
92583,33.795196,-116.932856
92509,34.003267,-117.442004
91786,34.105282,-117.662036
92276,33.82233,-116.364238
91789,34.018195,-117.854821
92870,33.881158,-117.854783
92505,33.936193,-117.493881
92117,32.824572,-117.199518
92234,33.818256,-116.466743
92553,33.923381,-117.244836
92392,34.480247,-117.408184
91321,34.36811,-118.489038
91345,34.265879,-118.456748
84067,41.17105,-112.048138
84404,41.269473,-112.117645
84106,40.706754,-111.855659
84094,40.571875,-111.862136
84057,40.31428,-111.710399
84003,40.471654,-111.68059
91351,34.441595,-118.448112
92336,34.147718,-117.464506
92399,34.032301,-117.010574
92501,33.99504,-117.373184
92354,34.051177,-117.248563
90701,33.8676,-118.080612
92544,33.648169,-116.895308
91773,34.110186,-117.81039
91335,34.200175,-118.540958
92508,33.891133,-117.326749
89110,36.17143,-115.047735
92307,34.571218,-117.133073
89015,36.039329,-114.928088
90706,33.887821,-118.12725
90248,33.878431,-118.284104
89107,36.171241,-115.209288
92277,34.178105,-115.642899
91764,34.074087,-117.605618
92503,33.882578,-117.442285
91324,34.238208,-118.55029
92868,33.788145,-117.87655
92240,33.95154,-116.520104
92683,33.752469,-117.993932
92262,33.860925,-116.566176
91320,34.175961,-118.945108
90630,33.818477,-118.038307
89102,36.14543,-115.186825
90631,33.942708,-117.952483
95621,38.695705,-121.308299
95816,38.571576,-121.466465
91303,34.198292,-118.600914
92320,33.990471,-117.052103
90230,33.997862,-118.393617
90232,34.019323,-118.391902
90746,33.859171,-118.252273
91606,34.185767,-118.388323
92629,33.47512,-117.705675
85374,33.640996,-112.37833
92886,33.896324,-117.796561
86001,35.287661,-111.639303
98665,45.679501,-122.66056
90670,33.933565,-118.062611
86314,34.62599,-112.306211
95337,37.74304,-121.238381
85323,33.419233,-112.326866
97321,44.65345,-123.139526
87109,35.152882,-106.575536
84405,41.156796,-111.965799
89148,36.080169,-115.297021
93021,34.295652,-118.897875
93003,34.283668,-119.223196
92223,33.948308,-116.987993
84121,40.612951,-111.663724
85305,33.530805,-112.2563
80124,39.532889,-104.89109
89109,36.13172,-115.168382
84780,37.125853,-113.494359
95821,38.625693,-121.384916
97301,44.94878,-123.003655
90815,33.794348,-118.116391
83815,47.726282,-116.789947
85032,33.62592,-112.002503
80915,38.849797,-104.717043
84720,37.590627,-113.190988
84128,40.70045,-112.046772
90650,33.906956,-118.08264
90034,34.030578,-118.399613
89119,36.084721,-115.14613
93277,36.301334,-119.372585
85224,33.323672,-111.878461
92806,33.837961,-117.870495
92254,33.543835,-115.993906
91737,34.152583,-117.577707
93704,36.799054,-119.801608
95348,37.392287,-120.498299
92555,33.889702,-117.113427
84020,40.500154,-111.869576
90303,33.939766,-118.331085
91739,34.172754,-117.521243
80016,39.599468,-104.707569
97030,45.509203,-122.433468
83706,43.591762,-116.195289
92236,33.686145,-116.172918
48127,42.335793,-83.283296
97702,44.000626,-121.233812
80110,39.645936,-105.011368
84770,37.185771,-113.609625
84010,40.867942,-111.867845
96080,40.18189,-122.377104
80123,39.616011,-105.069449
85021,33.559421,-112.092875
92833,33.879325,-117.961755
90710,33.799904,-118.298661
89122,36.106425,-115.040305
90807,33.82774,-118.17482
92843,33.763961,-117.931366
85210,33.389733,-111.843505
86442,35.089613,-114.560868
92260,33.708012,-116.403627
90606,33.977272,-118.066363
92647,33.723228,-118.008692
90603,33.945555,-117.990719
92648,33.67901,-118.014603
85345,33.573244,-112.245852
96002,40.527834,-122.318749
92211,33.765401,-116.334205
86403,34.480257,-114.348504
85296,33.332328,-111.749802
95630,38.666597,-121.141636
95210,38.030178,-121.297912
86401,35.131719,-113.703932
89115,36.253661,-115.041044
85048,33.312552,-112.057185
90241,33.940445,-118.129022
